Week,DPR no.,Report Date,Medium,Source ID ,Source title ,Source type,Content provider,No. of Correction,Pub year,Volume ,Issue,Article/Iss,Article title,Correction Field,Correction Type,Sub KPI,Precision/Recall,CAR Supplier
Week-14,180331-002244,31-Mar-18,Journal,661922422,International Journal of Engineering and Technology(UAE),J,Science Publishing Corporation Inc,-,2018,7,1.1SpecialIssue1,Article,Flower image classification with basket of features and multi layered artificial neural networks,Single Article missing,Missing content,-,-,Thomson Digital
Week-14,180331-003114,31-Mar-18,Journal,77454499,Journal of Thermal Analysis and Calorimetry,J,E-Flow Springer,-,2018,132,2,Article,Antioxidant and prooxidant activity of spent coffee extracts by isothermal calorimetry,Single Article missing,Missing content,-,-,Spi
Week-14,180331-003451,31-Mar-18,Journal,667310199,ACS Omega,J,E-flow ACS (American Chemical Society),-,2017,2,9,Article,Understanding the Formation of CaAl2Si2O8 in Melilite-Based Glass-Ceramics: Combined Diffraction and Spectroscopic Studies,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-14,180331-003598,31-Mar-18,Journal,76463399,"Journal of Neurology, Neurosurgery and Psychiatry",J,E-flow BMJ Publishing Group,-,2018,89,4,Article,Letter: Tumefactive lesions in retinal vasculopathy with cerebral leucoencephalopathy and systemic manifestations (RVCL-S): a role for neuroinflammation?,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-14,180331-003982,31-Mar-18,Journal,278970599,Remote Sensing,J,MDPI AG,-,2017,9,4,Article,Hyperspectral and Multispectral Retrieval of Suspended Sediment in Shallow CoastalWaters Using Semi-Analytical and Empirical Methods,Single Article missing,Missing content,-,-,Thomson Digital
Week-14,180331-004553,31-Mar-18,Journal,306286899,Frontiers in Psychology,J,Frontiers Media S. A,-,2015,6,-,Article,Commentary:Cognitivereflectionvs.calculationindecisionmaking,Single Article missing,Missing content,-,-,Thomson Digital
Week-14,180331-002340,31-Mar-18,Journal,295802099,International Journal of Applied Engineering Research,J,Research India Publications,-,2017,12,14,Article,Microstructural Characteristics and Mechanical Properties of Heat Treated High-Cr White Cast Iron Alloys,Single Article missing,Missing content,-,-,Spi
Week-14,180331-005306,31-Mar-18,Journal,295010699,Rendiconti Online Societa Geologica Italiana,J,Societa Geologica Italiana,-,2018,44,-,Article,Tributo a Bruno Accordi: la prima riscoperta e valorizzazione moderna delle ‘gloriose’ radici geo-paleontologiche italiane,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-14,180331-005306,31-Mar-18,Journal,295010699,Rendiconti Online Societa Geologica Italiana,J,Societa Geologica Italiana,-,2018,44,-,Article,Gli “apparenti disordini delle leggi fisiche dell’universo”: gli effetti delle eruzioni del Laki (1783) e del Tambora (1815) nelle cronache delle regioni alpine,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-14,180331-005253,31-Mar-18,Journal,263719199,Journal of Global Pharma Technology,J,Journal of Global Pharma Technology,-,2018,10,1,Article,Effect of Prebiotic Plus Xylanase Enzymes in Reduced-Energy High Wheat Midd Diets on Broilers Subjected to Bursa Vaccine and Clostridium Perfringens Challenge under Heat Stress,Single Article missing,Missing content,-,-,Thomson Digital
Week-14,180331-005253,31-Mar-18,Journal,263719199,Journal of Global Pharma Technology,J,Journal of Global Pharma Technology,-,2018,10,1,Article,Effect of Adding Different Concentrations of the Mint oil Mentha spicata L. to the Ration on Some Blood Traits of Broiler Chicks Ross 308,Single Article missing,Missing content,-,-,Thomson Digital
