Week,DPR no.,Report Date,Medium,Source ID ,Source title ,Source type,Content provider,No. of Correction,Pub year,Volume ,Issue,Article/Iss,Article title,Correction Field,Correction Type,Sub KPI,Precision/Recall,CAR Supplier
Week-8,180216-007473,16-Feb-18,Journal,76322899,Clinical Science,J,Portland Press Ltd,-,2018,132,1,Issue,-,Whole issue missing,Missing content,-,-,Thomson Digital
Week-8,180216-007513,16-Feb-18,Journal,295678999,International Journal of Mechanical and Mechatronics Engineering,J,International Journals of Engineering and Sciences Publisher,-,2017,17,6,Issue,-,Whole issue missing,Missing content,-,-,Thomson Digital
Week-8,180216-005827,16-Feb-18,Journal,661889540,International Journal of Mechanical Engineering and Technology,J,IAEME Publication,-,2018,9,1,Article,MINIMIZATION OF REJECTION RATE USING LEAN SIX SIGMA TOOL IN MEDIUM SCALE  MANUFACTURING INDUSTRY,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-8,180216-006053,16-Feb-18,Journal,78396999,Materials Science- Poland,J,E-flow Walter de Gruyter,-,2017,35,3,Article,Preparation and spectroscopic analysis of zinc oxide nanorod thin films of different thicknesses,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-8,180216-005766,16-Feb-18,Journal,263763199,Italian Journal of Geosciences,J,Societa Geologica Italiana,-,2018,137,1,Issue,-,Whole issue missing,Missing content,-,-,Innodata Isogen Inc
Week-8,180216-006087,16-Feb-18,Journal,78045599,American Political Science Review,J,E-flow Cambridge University Press,-,2017,111,4,Issue,-,Whole issue missing,Missing content,-,-,Innodata Isogen Inc
Week-8,180216-002396,16-Feb-18,Journal,661889540,International Journal of Mechanical Engineering and Technology,J,IAEME Publication,-,2018,9,1,Article,CHARACTERIZATION OF MACHINING PARAMETERS ON EN 31 WITH AL2O3 NANOPARTICLES USING TAGUCHI TECHNIQUE,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-8,180216-002242,16-Feb-18,Journal,263695599,Journal of Aerospace Technology and Management,J,Journal of Aerospace Technology and Management,-,2018,10,-,Issue,-,Whole issue missing,Missing content,-,-,SPI
Week-8,180216-002417,16-Feb-18,Journal,326660599,Problems and Perspectives in Management,J,LLC CPC Business Perspectives,-,2017,15,4,Article,Franchising model for expansion of the international travel business,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-8,180216-003424,16-Feb-18,Journal,76389399,Hypertension,J,E-flow Lippincott Williams and Wilkins,-,2018,71,3,Issue,-,Whole issue missing,Missing content,-,-,Innodata Isogen Inc
Week-8,180216-003698,16-Feb-18,Journal,667310199,ACS Omega,J,E-flow ACS (American Chemical Society),-,2017,2,12,Article,"Methyl-?-cyclodextrin Inclusion Complex with ??Caryophyllene: Preparation, Characterization, and Improvement of Pharmacological Activities",Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-8,180216-003270,16-Feb-18,Journal,263721699,Pharmaceutics,J,MDPI AG,-,2018,10,1,Article,Chitosan Gel to Treat Pressure Ulcers: A Clinical Pilot Study,Single Article missing,Missing content,-,-,SPI
Week-8,180216-004367,16-Feb-18,Journal,78972299,"IET Radar, Sonar and Navigation",J,E-flow IET,-,2017,11,7,Issue,-,Whole issue missing,Missing content,-,-,Thomson Digital
Week-8,180216-004680,16-Feb-18,Journal,273004599,BMJ Open,J,E-flow BMJ Publishing Group,-,2017,7,12,Article,Overdiagnosis across medical disciplines: a scoping review,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-8,180216-003829,16-Feb-18,Journal,295802099,International Journal of Applied Engineering Research,J,Research India Publications,-,2017,12,18,Article,Steganography Using Unforeseen Media,Single Article missing,Missing content,-,-,SPI
Week-8,180216-002845,16-Feb-18,Journal,79934899,Frontiers in Cellular Neuroscience,J,Frontiers Research Foundation,-,2017,11,-,Article,Synchronicity and Rhythmicity of Purkinje Cell Firing during Generalized Spike-and-Wave Discharges in a Natural Mouse Model of Absence Epilepsy,Single Article missing,Missing content,-,-,SPI
Week-8,180216-002720,16-Feb-18,Journal,78054299,Journal of Applied Animal Research,J,E-flow Taylor and Francis,-,2018,46,1,Article,Which is the best alternative for ascites syndrome prevention in broiler chickens? Effect of feed form and rearing temperature conditions,Single Article missing,Missing content,-,-,SPI
Week-8,180216-000825,16-Feb-18,Journal,290359399,"International Journal of Circuits, Systems and Signal Processing",J,North Atlantic University Union,-,2017,11,-,Article,Hybrid Boundary Value Methods for the Solution of First Order Stiff Systems,Single Article missing,Missing content,-,-,SPI
Week-8,180216-004185,16-Feb-18,Journal,77036799,"Ecology, Environment and Conservation",J,EM International,-,2017,23,4,Article,Experimental research of solar energy plant based on tube solar collectors,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-8,180216-004185,16-Feb-18,Journal,77036799,"Ecology, Environment and Conservation",J,EM International,-,2017,23,4,Article,Resources of obtaining biogas in the Republic of Kazakhstan,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-8,180216-004679,16-Feb-18,Journal,301980299,International Journal of Control Theory and Applications,J,Serials Publications,-,2016,9,41,Article,IT software Quality Management - A Reverse Innovation approach for SME’s for a Quality Management Practice,Single Article missing,Missing content,-,-,Thomson Digital
Week-8,180217-002277,17-Feb-18,Journal,79153699,International Journal of Applied Business and Economic Research,J,Serials Publications,-,2017,15,22,Issue,-,Whole issue missing,Missing content,-,-,Innodata Isogen Inc
Week-8,180217-002476,17-Feb-18,Journal,290219199,Journal of Advanced Research in Dynamical and Control Systems,J,"Institute of Advanced Scientific Research, Inc.",-,2018,10,1,Article,Research on the Effect of Neurofeedback Training on Academic Anxiety Progression of Middle School Student Using BCI(Brain Computer Interface),Single Article missing,Missing content,-,-,SPI
Week-8,180217-003536,17-Feb-18,Journal,290357499,Open Dentistry Journal,J,E-flow Bentham Science Publishers Ltd,-,2018,12,-,Article,Digital Dynamic 3D Monitoring of Lower Incisors Intrusion in Lingual Orthodontics,Single Article missing,Missing content,-,-,SPI
Week-8,180217-003535,17-Feb-18,Journal,295802099,International Journal of Applied Engineering Research,J,Research India Publications,-,2017,12,22,Article,Identification of Guilt Agent and Leaked Data by Using MAC-IP,Single Article missing,Missing content,-,-,Innodata Isogen Inc
