Week,DPR no.,Report Date,Medium,Source ID ,Source title ,Source type,Content provider,No. of Correction,Pub year,Volume ,Issue,Article/Iss,Article title,Correction Field,Correction Type,Sub KPI,Precision/Recall,CAR Supplier
Week-18,180428-004248,28-Apr-18,Journal,295678699,Siberian Electronic Mathematical Reports,J,Sobolev Institute of Mathematics,-,2018,15,-,Article,PARTIAL SUMS OF A GENERALIZED CLASS OF ANALYTIC FUNCTIONS DEFINED BY A GENERALIZED SRIVASTAVA-ATTIYA OPERATOR,Single Article missing,Missing content,-,-,Thomson Digital
Week-18,180428-003398,28-Apr-18,Journal,77796399,Chemistry of Materials,J,E-flow ACS (American Chemical Society),-,1999,11,1,Article,Layered Nanocomposite of Close-Packed Gold Nanoparticles and TiO2 Gel Layers,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-18,180428-005681,28-Apr-18,Journal,318820099,International Journal of Automotive and Mechanical Engineering,J,Universiti Malaysia Pahang,-,2018,15,1,Issue,-,Whole issue missing,Missing content,-,-,Thomson Digital
Week-18,180428-004733,28-Apr-18,Journal,336450699,Perioperative Medicine,J,E-flow BioMed Central,-,2017,6,1,Article,Pre- to postoperative coagulation profile of 307 patients undergoing oesophageal resection with epidural blockade over a 10-year period in a single hospital:  implications for the risk of spinal haematoma,Single Article missing,Missing content,-,-,Thomson Digital
Week-18,180428-004906,28-Apr-18,Journal,79935499,Frontiers in Neuroinformatics,J,Frontiers Research Foundation,-,2018,12,-,Article,Clustering Coefficients for Correlation Networks,Single Article missing,Missing content,-,-,Spi
Week-18,180428-003367,28-Apr-18,Journal,78247999,BMC Gastroenterology,J,E-flow BioMed Central,-,2018,18,1,Article,Functional outcomes in Hirschsprung disease patients after transabdominal Soave and Duhamel procedures,Single Article missing,Missing content,-,-,Thomson Digital
Week-18,180429-001361,29-Apr-18,Journal,78992199,"Paediatria Croatica, Supplement",J,E-flow PDF Children's Hospital Zagreb,-,2016,60,-,Issue,-,Whole issue missing,Missing content,-,-,Innodata Isogen Inc
Week-18,180429-001349,29-Apr-18,Journal,78975099,Australian Field Ornithology,J,BirdLife Australia,-,2018,35,-,Article,"Bird interactions with drones, from individuals to large colonies",Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-18,180429-001849,29-Apr-18,Journal,629774014,International Journal of Electrical and Computer Engineering,J,Institute of Advanced Engineering and Science,-,2018,8,3,Issue,-,Whole issue missing,Missing content,-,-,Innodata Isogen Inc
Week-18,180429-002659,29-Apr-18,Journal,78670999,Global Business and Economics Review,J,E-flow Inderscience,-,2017,19,6,Article,Dynamic conditional correlations of the MINTs with the BRICs and the major markets: a first look to a globally diversified portfolio,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-18,180430-001503,30-Apr-18,Journal,358116899,"Journal of Telecommunication, Electronic and Computer Engineering",J,Universiti Teknikal Malaysia Melaka,-,2018,10,1-10,Article,Mobile Experience Evaluation of an e-Reader App,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-18,180430-002170,30-Apr-18,Journal,78916999,Pertanika Journal of Tropical Agricultural Science,J,Universiti Putra Malaysia,-,2017,40,4,Article,"Nutritional Values and Amino Acid Profiles of Clinacanthus nutans (Belalai Gajah/ Sabah Snake Grass) from Two Farms in Negeri Sembilan, Malaysia",Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-18,180430-002837,30-Apr-18,Journal,306284499,Frontiers in Neurology,J,Frontiers Media S. A,-,2018,9,-,Article,Neurological Symptoms in Palliative Care Patients,Single Article missing,Missing content,-,-,Thomson Digital
Week-18,180430-002426,30-Apr-18,Journal,79637399,International Journal of Green Pharmacy,J,BRNSS Publication Hub,-,2017,11,4Supplement,Article,"Sewage treatment from heavy metal ions by the method of deposition, using sulfur-alkaline wastewater as a reagent",Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-18,180430-002368,30-Apr-18,Journal,278968899,International Medical Journal Malaysia,J,International Islamic University Malaysia,-,2016,15,2,Article,"Norms for Eating Disorder Examination Questionnaire (EDE-Q) among Secondary School Students in Kuala Lumpur, Malaysia",Single Article missing,Missing content,-,-,Thomson Digital
Week-18,180429-003264,29-Apr-18,Journal,79637399,International Journal of Green Pharmacy,J,BRNSS Publication Hub,-,2017,11,4,Article,"Preparation methods of bactericidal microfiltration membranes modified with compounds of silver, copper, and iodine",Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-18,180429-003227,29-Apr-18,Journal,79637399,International Journal of Green Pharmacy,J,BRNSS Publication Hub,-,2017,11,4,Article,Separation of water-oil emulsions with a dynamic membrane of gelatin on a nylon substrate,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-18,180429-002976,29-Apr-18,Journal,346239799,Journal of Environmental Management and Tourism,J,ASERS Publishing House,-,2017,8,8,Issue,-,Whole issue missing,Missing content,-,-,SPI
